rank;best_yield;iteration;repetition;best_unc;max_unc;av_unc;std_unc;av_unc_train;av_unc_test;tota_av_unc
0;0.38023737855390305;107;2;0.230667161658676;0.27829996510124205;0.23701165460073947;0.018773106643130286;0.1775698076559832;0.24159693031176557;0.23701165460073947
1;0.3509912774737461;107;19;0.2305519506174999;0.2673840922277818;0.24133973569173398;0.014948535273570488;0.18292613174826564;0.24584569392019226;0.24133973569173395
7;0.3547894801771214;107;18;0.23701225847206459;0.26932653906122256;0.23814577471241813;0.01681823151706829;0.17381401265349736;0.24310825285160562;0.23814577471241813
1;0.3545509792891482;107;8;0.27762695657885916;0.27762695657885916;0.246232963006902;0.017499462883413947;0.19625665095376985;0.25008807824241713;0.24623296300690203
4;0.3364258025034253;107;15;0.22842460818453098;0.27044417949389354;0.23525817370977356;0.017919536180949557;0.1713885967076758;0.24018499942522295;0.23525817370977356
4;0.4286735239358599;107;3;0.2432130540984737;0.27707225276015196;0.24088954263571927;0.01838722139186768;0.17159123833044754;0.24623513413191836;0.2408895426357193
4;0.44671911182405244;108;13;0.2509719530037934;0.29625320440322966;0.2511412064226399;0.02175733104698502;0.16402166433094614;0.25792736022767704;0.2511412064226399
14;0.2959535034083979;108;1;0.22698125874222974;0.27457717925152225;0.23258604647930461;0.016132260303255663;0.17314028653855495;0.2372165583062683;0.23258604647930461
8;0.338705031370119;108;0;0.23263643893924413;0.2634996529002258;0.23726901979883297;0.014051147083366994;0.18088264249640498;0.24166122182028527;0.237269019798833
9;0.3154486968694902;108;4;0.2110354058698878;0.2715793145489403;0.2332683083987828;0.014805687689751037;0.18622096786608755;0.23693304860869802;0.23326830839878285
7;0.3359956975045063;108;9;0.23444792789028499;0.2696906146713317;0.23654650024403004;0.017923579984794068;0.17289760339914112;0.24150441431405298;0.23654650024403004
15;0.33969537498489055;108;10;0.22271035940614659;0.25841219405888916;0.23794093295060836;0.01053831632378288;0.19427617432140068;0.24134218783330452;0.23794093295060836
1;0.3455049776915907;108;19;0.23547928366921977;0.27319039965868097;0.24268388107450725;0.014940833642884382;0.18360964834580978;0.24728545288705842;0.24268388107450725
14;0.35315195780575326;108;6;0.26269573781568906;0.2773543888298099;0.2453929780670848;0.016830407199155194;0.17551701270321546;0.2508359480006914;0.2453929780670848
5;0.32341972527324936;108;17;0.26537005732830937;0.2767103122419099;0.24575531044907076;0.017078355958550628;0.18145795522851865;0.25076373601361907;0.24575531044907076
17;0.3342193706068628;108;5;0.22931149756013539;0.2606607201489507;0.23610138232514066;0.015194808340194786;0.18758427330150027;0.23988060976487682;0.23610138232514066
7;0.35455077759275544;108;18;0.2328978937527578;0.26944808055155334;0.23680274506619536;0.017664536146640448;0.1708758825493121;0.24193810067277363;0.23680274506619536
1;0.3990942188325494;108;2;0.2289008761037988;0.28074606983105777;0.23971833264602704;0.019522835964905172;0.1761929140584049;0.24466662840969444;0.23971833264602702
4;0.3430894210565182;108;16;0.23377000351305702;0.265681279063823;0.23032147244285736;0.016173250890593644;0.1770896131238569;0.23446795411612686;0.23032147244285736
1;0.3532596420144719;108;8;0.2690238927305589;0.2701407175691186;0.23813965806848658;0.017025775748160055;0.187839220371758;0.24205779742591596;0.2381396580684866
3;0.3404717714939718;108;15;0.2335773400178744;0.27118106768360584;0.23746541967816823;0.017313208326636798;0.17152580215801574;0.24260176883236956;0.23746541967816823
4;0.42732695435664636;108;3;0.24258089124309246;0.2750004303351473;0.23843527605430595;0.018840821066418042;0.16963774619553174;0.24379424153804202;0.23843527605430592
4;0.4395331577469267;109;13;0.24875394802774692;0.2908544821269686;0.2505069976373652;0.021168855841012725;0.16225855511616435;0.2574478863749877;0.2505069976373652
13;0.29396845597832066;109;1;0.2258593183957111;0.2693841262907654;0.2340664021491763;0.015482009166008186;0.1749064279446019;0.23871943382818775;0.2340664021491763
9;0.3160540191401446;109;4;0.21179057657662007;0.27108950398636456;0.2330020507977387;0.013650700793880113;0.1863253770001094;0.23667324986047358;0.2330020507977387
7;0.335084854506591;109;0;0.24000957707072204;0.2674111071904002;0.24253670612402725;0.013910648541288059;0.1884708812805694;0.24678907437014191;0.24253670612402725
6;0.33462144481044576;109;9;0.22422908183874457;0.2718653294288225;0.23526575703354805;0.01762192836979754;0.1733063208861961;0.24013897111255328;0.23526575703354805
14;0.3351686578828702;109;10;0.21857954049695122;0.2560894238112008;0.23354754158066396;0.010453290667252658;0.18717699288817874;0.2371946633879381;0.23354754158066396
13;0.3557869468715321;109;6;0.2657440828873773;0.2787781944583907;0.24788788529239772;0.016109952000153135;0.18177086011815474;0.2530881007555404;0.2478878852923977
19;0.34015927206781815;109;5;0.22429359274801652;0.25693472078631113;0.232074715901556;0.01499020478005468;0.18593364552621777;0.2357037888524253;0.232074715901556
1;0.4063622900346146;109;2;0.2264158381300604;0.28473147437295876;0.2391283065751515;0.01979143387739119;0.17311428393626546;0.24432042071528862;0.2391283065751515
1;0.3377239395832838;109;19;0.23577022499643657;0.2734725763517132;0.24207230617946593;0.015144766380204008;0.18276588354173065;0.24673685627456873;0.24207230617946593
5;0.3236514604774474;109;17;0.26340639128102483;0.2779643774720169;0.24236936893978775;0.017302964275743567;0.1769912589526806;0.24751146747809954;0.24236936893978775
1;0.3503575376508864;109;8;0.26812930048445993;0.26857354742124884;0.23788364445659815;0.016845577604930304;0.18716124181453356;0.241873046911592;0.23788364445659815
6;0.3448960328932258;109;16;0.23515064857454784;0.2688326514188125;0.23494859918105435;0.01568968207032843;0.18538797355211;0.23884662591591513;0.23494859918105435
7;0.35279278184419205;109;18;0.230842973153158;0.2610103716650143;0.23660527513569593;0.015986100609851943;0.1736149394708952;0.24155957119921959;0.23660527513569593
3;0.33931396604362635;109;15;0.23036691084553876;0.271842391948438;0.23426874872452608;0.017696016378607005;0.17037403917714616;0.2392941753181402;0.23426874872452608
4;0.426074249244603;109;3;0.24303572643410992;0.2727443817511834;0.23649477553743617;0.018702372042292935;0.1687512771272055;0.24182291586183632;0.23649477553743617
4;0.43663146410007386;110;13;0.2480896397805807;0.29156907712179025;0.2497153776658957;0.020837249584592956;0.16543666064692394;0.25640792511715627;0.24971537766589572
25;0.30457909834692437;110;1;0.24495980647502308;0.2738501601945309;0.23649706252385808;0.017271772372228805;0.17343522731478994;0.24150478380187962;0.23649706252385805
10;0.3300507781020085;110;0;0.23000272320191756;0.2657404552917182;0.23533847863419802;0.015613106651769822;0.1799561569200922;0.23973637206616843;0.235338478634198
10;0.31191395906256225;110;4;0.21161164195676196;0.2720251238237842;0.233078032835619;0.013338765511820012;0.18998480057482683;0.23650005338760038;0.233078032835619
6;0.3260743746077169;110;9;0.22881964189211124;0.2710580464650448;0.23664502756354455;0.01715771084568359;0.1776258783064034;0.24133172037173645;0.23664502756354458
19;0.33386839563519016;110;10;0.22645335503281516;0.2627316357584008;0.2407630588768138;0.01062712419543777;0.1970441210955012;0.2442347665151049;0.2407630588768138
14;0.349241563627157;110;6;0.2621286920222309;0.27571539696736147;0.24629059721897226;0.015622911682737252;0.17780869789549367;0.25172872415049236;0.24629059721897226
5;0.3174569558289604;110;17;0.26647169964095463;0.27131173226858996;0.24393373334939375;0.016140357630280336;0.17929401487727784;0.24906675386053156;0.24393373334939372
15;0.33985717493375633;110;5;0.23190967804999796;0.26247037455047895;0.23695275801611704;0.014756268279149594;0.19418115942487246;0.24034923773559042;0.23695275801611704
2;0.3884317879408515;110;2;0.22595342705348942;0.27637169041254345;0.23543027979297584;0.019174147827493476;0.17343131129440942;0.240353599146692;0.2354302797929759
6;0.3401244108252296;110;16;0.2316488444394306;0.265986009528414;0.23170371330872;0.01593879073548417;0.18157153571302617;0.23568469438272796;0.23170371330871994
1;0.3477885702546922;110;19;0.23825726795893226;0.27396869456731376;0.24394287138785145;0.013865610187370533;0.18757209158797353;0.24841925797772227;0.24394287138785142
8;0.35086024101991137;110;18;0.22948700790420906;0.2601331955070127;0.2341772384911811;0.01588212233490893;0.1709387352881767;0.2391989889212159;0.2341772384911811
1;0.3523131576505468;110;8;0.25951161228053693;0.26319094813862876;0.2352616750345254;0.016280252230310283;0.1870341181964345;0.2390914107497076;0.2352616750345254
4;0.34860614706085014;110;15;0.22708213747739467;0.27116258692331796;0.23260505239782855;0.017927750144312152;0.16833098448963596;0.23770903670817695;0.23260505239782855
4;0.4299734436157891;110;3;0.23675696288834225;0.2752785107747855;0.23718601291764033;0.01791060431570628;0.16924556637106197;0.24258114324776223;0.23718601291764033
4;0.4384012926605484;111;13;0.24624859176632174;0.289133215585199;0.2466897037908556;0.021381273543216266;0.1619898015991157;0.25347999130833687;0.24668970379085564
21;0.30672281676066104;111;1;0.25057848228899354;0.2765533424090282;0.2388997551727047;0.016350172582395413;0.17882309160232263;0.243716027779613;0.23889975517270476
10;0.32898333739185204;111;0;0.230107228805077;0.26135616204097517;0.23418313055168202;0.01470489025071755;0.17984214896065845;0.2385395805526501;0.23418313055168197
10;0.31219621716138723;111;4;0.214601197364789;0.27030555663445;0.23607128058467308;0.013165126510491015;0.19378963979521313;0.23946094798973527;0.23607128058467305
5;0.3288119451978583;111;9;0.2312409305334278;0.2663700405069751;0.23515585290439414;0.01707305219549691;0.17578821928816118;0.23991528344746768;0.23515585290439414
18;0.32578067461222393;111;10;0.22233003182387992;0.2605118531814031;0.23786976149639694;0.011501154768628934;0.1936637185099246;0.24141370587083988;0.23786976149639694
13;0.3553969861421698;111;6;0.26558731169365335;0.27073091775438024;0.24578824398141053;0.015046501924734225;0.1811715404409632;0.25096848603739574;0.2457882439814105
12;0.33745525037736845;111;5;0.23188981697221028;0.26464166312817716;0.24052611000299207;0.014584109310694683;0.19524539697276977;0.24415620935984528;0.24052611000299204
6;0.3424343531151044;111;17;0.24102349015104835;0.2728053852112847;0.24623096035661884;0.01682237274237767;0.18146779217725642;0.25142294430348755;0.24623096035661882
7;0.35437217864756576;111;18;0.23721911299847376;0.2627645410521954;0.23617138582093244;0.01473606902742238;0.17617861477673488;0.2409809328666698;0.23617138582093244
1;0.3450795314117776;111;19;0.23829406659365493;0.27220447337591075;0.24195180664128504;0.014036323047135743;0.18827160439419532;0.24625528277079856;0.24195180664128502
6;0.31933911118244396;111;16;0.22928816697039314;0.2662185117837648;0.23271980435991121;0.01739660054374592;0.17948250843811098;0.23698777323127912;0.23271980435991116
0;0.39149736505126587;111;2;0.23084191896502884;0.2789601326319866;0.2373729516521542;0.018847254811682052;0.1766297781104257;0.2422426575479046;0.2373729516521542
1;0.3494712956544923;111;8;0.26036479206926577;0.2647578833996479;0.2375004755902754;0.015533744955647832;0.1890872662109218;0.24138170334642609;0.23750047559027543
4;0.34804308579872206;111;15;0.2267584760981567;0.2680383603234472;0.2335307869975983;0.018076859585423107;0.17166116051598915;0.23849079924717873;0.23353078699759824
4;0.4243065501149825;111;3;0.24086559678458727;0.2763505789657972;0.2376744157173394;0.017561316652971077;0.17109808337390442;0.24301175881660214;0.23767441571733938
4;0.43827763906862793;112;13;0.24433961649300093;0.2885481052509266;0.24543625949980594;0.02115823316788756;0.15972163560900998;0.25237305172179153;0.24543625949980594
21;0.3097397505315326;112;1;0.24231032907667518;0.27836567828779135;0.23518874685054256;0.017420460633950245;0.17051181397152132;0.24042298139036483;0.23518874685054256
7;0.3325807985689633;112;0;0.23092210305084268;0.2609340020103146;0.23406948156677032;0.014072051429651306;0.17917418435675145;0.23851209886385139;0.23406948156677032
9;0.31581448054111333;112;4;0.20863477261940838;0.2694889131911026;0.23105834979768122;0.013936043242909086;0.18662529596480879;0.23465426900301573;0.23105834979768122
5;0.330516958561791;112;9;0.23166085157025956;0.26648904193339873;0.23558047468020435;0.016047388727485446;0.17837269429452504;0.2402102387508258;0.23558047468020435
16;0.31949186617287884;112;10;0.22317496909929002;0.25937945922864664;0.2389792080986993;0.010746960554743841;0.19870210647523961;0.24223879056646697;0.23897920809869924
13;0.36074756759431664;112;6;0.2635770737829836;0.27257395563091186;0.24792544604984104;0.01396519353819437;0.1840576031069392;0.25309420181228565;0.24792544604984101
11;0.3456043497584884;112;5;0.23295921352548088;0.2610430832689232;0.2370283679361653;0.014353435861173472;0.19295842090313942;0.24059490129914768;0.23702836793616525
1;0.3859222846095328;112;2;0.2222109410519289;0.2804825667571655;0.2343658984259568;0.019352439841339573;0.17224835723163687;0.2393930041524499;0.23436589842595676
1;0.3458282713651423;112;19;0.23525415305121128;0.269231450403008;0.23892036056353327;0.015096742735572087;0.18382545340088455;0.24337913207915934;0.23892036056353327
5;0.34723185450708505;112;17;0.2773392120322683;0.27791663900938884;0.2503552714695329;0.017055496975439493;0.1835253570691162;0.2557637444857524;0.2503552714695329
6;0.32573036318995424;112;16;0.22735433425884363;0.26249224636127944;0.2311343768245021;0.017083942698772298;0.17702492959941052;0.23551339612843275;0.23113437682450208
7;0.35611627139207624;112;18;0.23725852829118993;0.26240757497510725;0.2363805237157889;0.014948892199175381;0.1778513197981396;0.24111722917006737;0.2363805237157889
1;0.34550951988084644;112;8;0.25699717260289967;0.2601613924833541;0.23165784620460003;0.015785441949707393;0.1837343993230787;0.23553623916123267;0.23165784620460003
4;0.34617252547917166;112;15;0.23017281943371842;0.27090717501385897;0.23483300952892958;0.017466945013913077;0.17426494452073982;0.23973471781601033;0.23483300952892952
4;0.42711394623461185;112;3;0.24048552497246134;0.2749795612549197;0.23526409966039544;0.018321729088527642;0.16941742474028498;0.2405930001641342;0.2352640996603955
4;0.44607786068261845;113;13;0.2429063120367119;0.2925891329049749;0.24612428607334116;0.022323771670529673;0.16169388713242108;0.25302141725443045;0.24612428607334116
23;0.3080547165166786;113;1;0.23556772266205758;0.2706238233029267;0.23106919756188427;0.016957523954460204;0.16841673678727867;0.23618728590685206;0.23106919756188424
7;0.3379536525364688;113;0;0.23342953104191683;0.26359314018194424;0.2365047306230984;0.013705314860987394;0.18215913421193305;0.2409442300482358;0.2365047306230984
10;0.3138222610762638;113;4;0.2065633228249597;0.26685190881209286;0.22949643682637988;0.01434694082934231;0.18709545112852738;0.23296017932000723;0.22949643682637985
5;0.32589422332340123;113;9;0.23067921245215162;0.26906210687541077;0.23576940379143632;0.01640025354582069;0.1778223080659845;0.24050311020281126;0.23576940379143632
18;0.3295216153196983;113;10;0.2216192955424106;0.26267056282628615;0.23760011192377384;0.011643534754445437;0.1924121225901371;0.24129152513694416;0.23760011192377384
12;0.3646635977808273;113;6;0.2715266415428758;0.2750435866692379;0.2521789089850881;0.013850444055323543;0.19195135049066187;0.25709890672125246;0.25217890898508805
11;0.343067698805445;113;5;0.22526213540195228;0.25849602380930903;0.23214379714233258;0.015323769642981985;0.18557487887325078;0.23594801863473644;0.23214379714233258
6;0.3530238029441649;113;17;0.2714943142938064;0.27819362897183186;0.24888321371550248;0.01731076656351326;0.181256229901922;0.2544076715481612;0.24888321371550245
7;0.33101248464980704;113;16;0.23042963678328227;0.2678405026927145;0.23497824646121201;0.016801507739894826;0.18146222510074048;0.2393499777836167;0.23497824646121201
0;0.3848375956514176;113;2;0.22668743930318094;0.2782386379445764;0.2334770085791448;0.01827385731452536;0.17429500340453472;0.23831159491735235;0.23347700857914477
1;0.34316489775634823;113;19;0.23995688521734673;0.2741443474669927;0.24138185545792404;0.014545854627698751;0.18897223515807246;0.24566320472185554;0.24138185545792404
10;0.35769707742156903;113;18;0.24670748231794992;0.2713174090539082;0.24481640641223512;0.014713120323438736;0.18949360956463007;0.2493357334786592;0.24481640641223512
1;0.3507418069886633;113;8;0.25872600163017984;0.2598411996145246;0.2329679504923848;0.015610134342023959;0.18590317452673996;0.23681267866986;0.2329679504923848
4;0.34781616894151957;113;15;0.23361213485034527;0.26811728693077125;0.23395999041347224;0.01681551680991571;0.1747325554910446;0.23879828791417754;0.23395999041347224
4;0.4271737588305998;113;3;0.2405539084833225;0.27641598619333907;0.2351071860349072;0.018707632414660096;0.16971705632308412;0.24044891494094345;0.2351071860349072
4;0.4366881613420954;114;13;0.2441136332193985;0.2932803382983629;0.24738828484073017;0.022230335076782612;0.16342758903239074;0.2543110483428977;0.24738828484073014
20;0.3069232297676919;114;1;0.23344487889601892;0.2701858376803812;0.22909534340037233;0.016607158940826525;0.16713490198887426;0.2342041324385297;0.22909534340037238
7;0.3337265760753115;114;0;0.22823387400772302;0.2605902562043731;0.231903446588087;0.014180966809360937;0.17857343572212864;0.23630063564468817;0.231903446588087
16;0.3128867466407759;114;4;0.20639707934717588;0.2665462504649263;0.22833767304705957;0.014366764400071296;0.18665156155224183;0.2317747942908183;0.22833767304705957
5;0.3300968887515888;114;9;0.22559406727938275;0.26984209144173327;0.23563584173509464;0.01630607266023112;0.17900870740236463;0.24030488663779323;0.23563584173509458
19;0.318510087440663;114;10;0.22021387655590924;0.25569678808430896;0.23504084156492225;0.010832907056225225;0.19248819404161385;0.23854941081103018;0.2350408415649223
13;0.3553350808063707;114;6;0.26407490431014335;0.2689145409679596;0.24515555828492688;0.015170038035988726;0.18203358600028613;0.25036011836759287;0.24515555828492688
18;0.35051274329371185;114;5;0.23480800203970065;0.26865255788248255;0.24210508176838505;0.014391344644200308;0.2001491374584203;0.24556445138379437;0.24210508176838505
1;0.34063457420629917;114;19;0.2387569169221191;0.27056371291860964;0.2404149897290756;0.014564243415759367;0.18732693774172798;0.24479222868786327;0.24041498972907563
7;0.3332881838091909;114;16;0.23739856645415833;0.2750789108152069;0.24064891861946122;0.015624229368799987;0.19226188338148964;0.24463854731772947;0.24064891861946122
7;0.3380582857283082;114;17;0.2671304871134411;0.27722030163950967;0.2450535700563079;0.018796429981977187;0.17426632947494247;0.2508901501465262;0.2450535700563079
0;0.38004547473533784;114;2;0.23020325399985375;0.27644750353506264;0.2336454479399134;0.01744936126916014;0.17555398516353918;0.2384352302829971;0.2336454479399134
7;0.36027267432975085;114;18;0.2432149853632136;0.2640284349694289;0.2376376772155384;0.01439059954053042;0.1812696200151078;0.2422853605787874;0.2376376772155384
1;0.3494721579398222;114;8;0.2652740923937843;0.2685625081152184;0.23599565916041074;0.017395418618746508;0.18820161217716264;0.23993639453535084;0.23599565916041074
4;0.34055750626865866;114;15;0.23205576365182534;0.26455684177252686;0.23180358245536992;0.01585579176214761;0.17266150665671198;0.23667999039648552;0.23180358245536992
4;0.4371512592558673;114;3;0.24020033023435372;0.275333327853322;0.23414168334546756;0.018351545134423157;0.16691841609695346;0.23968440516934078;0.23414168334546756
4;0.43397592021816156;115;13;0.23937760814073114;0.2914444419126539;0.2441333767249784;0.021822115222908247;0.1602937286836404;0.25111015984830554;0.2441333767249784
22;0.30458920201998635;115;1;0.24156556315679548;0.27549357300558086;0.2340778888108682;0.016182396099810478;0.17613728338821688;0.2388994624638109;0.2340778888108682
7;0.3365150919115902;115;0;0.22767895516270226;0.257781368234885;0.22963494622700878;0.013793342918157838;0.1778855354970417;0.23394131467985513;0.22963494622700878
10;0.3019320569879046;115;4;0.20454669617054774;0.26408269943865226;0.2256029227629747;0.014285996675485017;0.18263208227900898;0.22917877549718343;0.2256029227629747
5;0.3243563632391486;115;9;0.2196701260790292;0.26559735762280734;0.23095104955822257;0.016509020730548184;0.17398709146804647;0.23569135072510608;0.23095104955822263
19;0.32594324725450763;115;10;0.22595942484776077;0.2592908327845463;0.2409291249239334;0.010368652698504318;0.1975068460583274;0.2445425444628202;0.24092912492393337
17;0.3487745321158074;115;6;0.2659821065414786;0.2761605956272259;0.2492122235739953;0.014183888162501273;0.19047896103271816;0.25409975882073066;0.2492122235739953
16;0.34211522805866235;115;5;0.2339458482410695;0.26416034876222516;0.23881788875708887;0.0141815417708764;0.1957695815960222;0.24240018794256554;0.2388178887570889
0;0.39255038308386536;115;2;0.2343467895569445;0.28055079296922125;0.23500638032258955;0.01876190068625557;0.178096110024585;0.23974221381706384;0.23500638032258955
1;0.36307873414971426;115;19;0.2412207515090289;0.2802338465938475;0.24440546269212512;0.016430863948532465;0.1787465127978114;0.2498693245310031;0.24440546269212512
10;0.3401255790414762;115;17;0.27148111912131356;0.2816296668227629;0.2504266609103809;0.01810270701013023;0.1817788224415646;0.2561392454938226;0.2504266609103809
6;0.3371439539462608;115;16;0.22672474708315415;0.2674732475384051;0.2337609239691237;0.016591845014270808;0.1846569844465327;0.23784714742728005;0.23376092396912365
1;0.3557588876595526;115;8;0.2669220949590263;0.2669220949590263;0.23524714741915145;0.016564469022029536;0.18853153439015477;0.23913462438489308;0.23524714741915145
9;0.36553830124415426;115;18;0.24010541737342633;0.26310959891827934;0.23809514707378454;0.014294610293928643;0.18241729655108826;0.24272842377454487;0.2380951470737845
4;0.3436509903399213;115;15;0.23012642845093956;0.2652891641768296;0.23081850154490777;0.01571511998541726;0.17124831008341104;0.23577568249868533;0.23081850154490777
4;0.42978504813052176;115;3;0.24796917064238266;0.27944185476629524;0.23763860393380928;0.018749375115134838;0.17408084631326615;0.24292761338319158;0.23763860393380928
4;0.4419974546763533;116;13;0.2503957876326515;0.2975977403437542;0.2513247496974185;0.020412055083456983;0.17101060719826616;0.2580695506553572;0.2513247496974185
17;0.3083635577018604;116;1;0.24029070709692824;0.2736638795874169;0.23422659156760775;0.016667015179008458;0.17533845868033202;0.23917203109730836;0.23422659156760775
8;0.3339327365986732;116;0;0.22754699278278723;0.2582593893442783;0.22936700673212918;0.014186919023068083;0.17739630754849986;0.233731518519604;0.22936700673212918
10;0.30483269986116773;116;4;0.20193420071284635;0.2591690762104682;0.22385421228738078;0.014327211453632482;0.18146799649035467;0.2274138168603138;0.22385421228738078
5;0.3255408387040454;116;9;0.22128609635537494;0.2660329111981575;0.23224414816235975;0.017119865323074995;0.17643778902965304;0.23693077959269998;0.23224414816235975
23;0.3684045057222211;116;10;0.2378412281637623;0.2671545942487742;0.24575240460688416;0.010508062359973704;0.1984252625908366;0.24972694934923395;0.24575240460688416
15;0.3525389271980894;116;6;0.26696858020260966;0.2699900654112959;0.24519247682697606;0.0146173426992894;0.18615247933062568;0.25015066998298574;0.24519247682697606
6;0.3371110356324126;116;16;0.22866918889073615;0.2663396043147348;0.23512156670757314;0.016356733541446948;0.18513125877513295;0.23931976476259106;0.23512156670757314
9;0.342292117967539;116;17;0.2772067499378258;0.27859007275945036;0.24877549541438607;0.017151349647709212;0.18082523294327604;0.25448197476093654;0.24877549541438604
16;0.34228262837064855;116;5;0.23009192328153533;0.2632777226753539;0.23724923349248084;0.014317228271326381;0.19352390113495638;0.2409212973954769;0.23724923349248084
0;0.389258169034239;116;2;0.2322396507105685;0.27895073785786073;0.23595860036727298;0.018212809148901957;0.1789905830338536;0.24074278813204142;0.23595860036727298
1;0.37393905070092937;116;19;0.24064945195714776;0.280039284916629;0.24176587610036296;0.015899484214048815;0.17765720707568236;0.24714973750751681;0.24176587610036301
8;0.36130120469490845;116;18;0.24383080279259786;0.2649841245399489;0.2388380743236568;0.01415027830465575;0.18468680092288745;0.24338571125710187;0.2388380743236568
1;0.3509623907875644;116;8;0.26290769498630606;0.26290769498630606;0.2318314255396464;0.01631705020866255;0.18644538173082825;0.23564295638879906;0.2318314255396464
4;0.34040671201202904;116;15;0.23246131846147233;0.2655766409979478;0.23069197109189207;0.015806670599116515;0.17288993848124665;0.23554619965975856;0.23069197109189207
4;0.4266499965370191;116;3;0.24047658916404968;0.2775544639108149;0.23561227368045215;0.018884672361185083;0.17281985962354293;0.24088559567958567;0.23561227368045215
4;0.43939719774771274;117;13;0.24317128170955762;0.2937396091324339;0.24680205043965664;0.02166784811442143;0.1664003781000412;0.25361575148538673;0.24680205043965664
20;0.3090627682083924;117;1;0.2422444785743891;0.2708898203232719;0.23219572392977475;0.015716248846860344;0.1765564975940427;0.23691091260229444;0.23219572392977472
7;0.3376688662455475;117;0;0.2280291813983041;0.25885441150981947;0.22936290314522764;0.013627547241535724;0.18049807814357846;0.23350399000977418;0.22936290314522764
5;0.32463826213666247;117;9;0.21890814728446034;0.266540089146182;0.23040936060323927;0.01717348111500964;0.1753628977751426;0.23507431508019666;0.23040936060323927
10;0.30596178520388784;117;4;0.20002926431952814;0.26193408345999797;0.2224356237758788;0.014413554539862665;0.18140896898661169;0.2259124589275116;0.2224356237758788
20;0.3635203755306038;117;10;0.2410073519985042;0.2624382944446294;0.2428389754416952;0.011427719954591048;0.19358128169466654;0.24701335626771448;0.2428389754416951
16;0.35311597698506275;117;6;0.2669013749564104;0.2669013749564104;0.24181895522807498;0.01445561952172419;0.18376607618392254;0.24673869074029128;0.24181895522807495
13;0.3322347074554828;117;5;0.22966453313149127;0.2616344813047621;0.23492820840448045;0.013459910783112799;0.19171366136937343;0.23859045815321825;0.2349282084044804
1;0.3631052286657334;117;19;0.2407842678165612;0.27758484518939947;0.24149452620796194;0.015729464084385577;0.17794939986215103;0.24687970640675944;0.24149452620796194
6;0.35733221402945836;117;18;0.23638585996207218;0.2614293714111293;0.23740555039793354;0.01379717097395186;0.17796943516177813;0.24244250931625178;0.23740555039793354
10;0.3423289604872387;117;17;0.2683158108537549;0.2763321480685783;0.24668744277111446;0.017594127909842754;0.17815802086279212;0.2524950208989384;0.24668744277111443
0;0.3945497717321174;117;2;0.23231211696885906;0.2807893528330381;0.23567450897240852;0.01827172143445767;0.18029190785523858;0.24036794974505007;0.23567450897240858
4;0.34433514950242516;117;16;0.2272070178669986;0.2640764669543999;0.2322764728638735;0.016145525128888744;0.18192931841023843;0.23654318086841886;0.2322764728638735
1;0.3521036749338072;117;8;0.26190669033607195;0.26190669033607195;0.2294596300289576;0.015851413460926563;0.18592216412653978;0.23314924578339977;0.2294596300289576
4;0.3343423944954351;117;15;0.22467518711387405;0.25895606120921133;0.22821232390889667;0.015595642374103692;0.1727350627954035;0.23291378671512492;0.22821232390889667
2;0.4328637552522107;117;3;0.24056346315301572;0.27648662874974383;0.23404130605397358;0.019618055552789386;0.1706419661506045;0.23941413146951337;0.23404130605397358
4;0.4346471922279283;118;13;0.2421316414781127;0.2948947606077744;0.24494506759318332;0.022071103309924574;0.16487788044236487;0.251791802324808;0.24494506759318327
21;0.3216277695828574;118;1;0.2514617554091054;0.27453650659884077;0.23366698883458073;0.015754663718818358;0.17480912352722824;0.23870006424248863;0.23366698883458073
8;0.3358481065180009;118;0;0.2225330462122302;0.254451126122681;0.22772344126313118;0.013496894727184985;0.17760369840908544;0.23200929913262913;0.22772344126313124
12;0.30619428003484184;118;4;0.20291840224039331;0.25995902213234134;0.2235520920355237;0.013456057817001075;0.1850207234497886;0.22684700058596463;0.2235520920355237
5;0.33167741024329334;118;9;0.22272944929281796;0.26506358815381553;0.23429497652622547;0.016089086323837976;0.17866771683973817;0.23905179519906292;0.23429497652622544
23;0.35169597286756643;118;10;0.24367048081555231;0.27506218560899237;0.25403446349211967;0.012407140569594192;0.20608054849381208;0.2581351162940951;0.25403446349211967
17;0.3525069775258707;118;6;0.2663821485778666;0.2685280282595284;0.2428324687480777;0.015395014019685758;0.185691167257779;0.24771875672003962;0.2428324687480777
11;0.32995576934613297;118;5;0.22938038621504075;0.2619016954808648;0.23493259586026102;0.013151855406879456;0.19413285967865362;0.23842147789416526;0.23493259586026105
0;0.38650351478425676;118;2;0.2281239312374586;0.2765339031207795;0.2341156991382448;0.017919562827940147;0.18000036650091686;0.23874322934963468;0.2341156991382448
1;0.37584834834883557;118;19;0.24394618508030977;0.27876983785064335;0.24601417861043376;0.016088205397907004;0.18517671689346077;0.25121653399400534;0.24601417861043376
6;0.34449226116497933;118;17;0.2683820351042477;0.2724692960887511;0.24431430359251224;0.01628066477254057;0.17695207096271914;0.25007460758417654;0.24431430359251227
4;0.34512996504851473;118;16;0.2306287757357718;0.2676178119387003;0.2355789018740977;0.015621717022153604;0.18943180556132583;0.23952504933264573;0.23557890187409772
1;0.3500029955988889;118;8;0.2615057835433684;0.2615057835433684;0.2297831632418917;0.015762167284967293;0.18515665587315516;0.23359928153985435;0.2297831632418917
