level_0,index,experiment_id,boronate/boronic ester smiles,bromide smiles,product_smiles,solvent,base,ligand,palladium source,temperature,comment,yield,round_id,Unnamed: 20,smiles_ok,bromide_smiles,boronate_smiles,solvent_smiles,base_name,base_smiles,catalyst_smiles
432,487,,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,Toluene:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,20,5,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
433,488,,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,Toluene:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,13,5,,TRUE,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
434,489,,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,Toluene:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,60,,44,5,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
435,490,,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,Toluene:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,60,,6,5,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
436,491,,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,Toluene:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,60,,35,5,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
437,492,,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,Toluene:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,60,,7,5,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
438,493,,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,Toluene:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,60,,8,5,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1ccccc1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
439,494,,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,DMF:water (5:1),K3PO4,XPhos,XPhosPdG4,100,,18,5,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
440,495,,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,DMF:water (5:1),K3PO4,XPhos,XPhosPdG4,100,,24,5,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
441,496,,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,DMF:water (5:1),K3PO4,SPhos,SPhosPdG4,100,,39,5,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
442,497,,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,DMF:water (5:1),K3PO4,SPhos,SPhosPdG4,100,,15,5,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
443,498,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,DMF:water (5:1),K3PO4,SPhos,SPhosPdG4,100,,28,5,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
444,499,,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,DMF:water (5:1),K3PO4,SPhos,SPhosPdG4,100,,5,5,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
445,500,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,DMF:water (5:1),K3PO4,SPhos,SPhosPdG4,100,,30,5,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
446,501,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,DMF:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,100,,12,5,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
447,502,,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,DMF:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,100,,98,5,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
448,503,,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,DMF:water (5:1),K3PO4,P(tBu)3,P(tBu)3PdG4,100,,20,5,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
449,504,,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,DMF:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,13,5,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
450,505,,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,DMF:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,63,5,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
451,506,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,DMF:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,15,5,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
452,507,,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,DMF:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,61,5,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
453,508,,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,DMF:water (5:1),K3PO4,PPh3,Pd(PPh3)4,60,,5,5,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CN(C)C=O.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
454,509,,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,60,,76,5,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
455,510,,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,60,,47,5,,TRUE,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
456,511,,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,60,,77,5,,TRUE,Brc1c(OCCOCc2ccccc2)cccc1,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
457,512,,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,60,,34,5,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
458,513,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,60,,21,5,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
459,514,,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=CC1=C(C(C)=NN1C2OCCCC2)C3=NN(C4OCCCC4)C=C3,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,Product 12,12,Test set,,,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
460,515,,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=CC1=C(C(C)=NN1C2OCCCC2)C3=NN(C4OCCCC4)C=C3,"1,4-dioxane:water (5:1)",Na2CO3,XPhos,XPhosPdG4,100,Product 12,67,Test set,,,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
461,516,,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=CC1=C(C(C)=NN1C2OCCCC2)C3=NN(C4OCCCC4)C=C3,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,100,Product 12,64,Test set,,,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
462,517,,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=CC1=C(C(C)=NN1C2OCCCC2)C3=NN(C4OCCCC4)C=C3,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,Product 12,53,Test set,,,O=CC1=C(Br)C(C)=NN1C2OCCCC2,O=C1O[B@-]2(C3=NN(C4OCCCC4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
463,518,,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=NN1,C1(C2=CC=NN2)=CSC=C1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,Product 13,7,Test set,,,BrC1=CC=NN1,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
464,519,,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=NN1,C1(C2=CC=NN2)=CSC=C1,"1,4-dioxane:water (5:1)",Na2CO3,XPhos,XPhosPdG4,100,Product 13,76,Test set,,,BrC1=CC=NN1,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
465,520,,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=NN1,C1(C2=CC=NN2)=CSC=C1,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,100,Product 13,61,Test set,,,BrC1=CC=NN1,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
466,521,,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=NN1,C1(C2=CC=NN2)=CSC=C1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,Product 13,33,Test set,,,BrC1=CC=NN1,O=C1O[B@-]2(C3=CSC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
