level_0,index,experiment_id,boronate/boronic ester smiles,bromide smiles,product_smiles,solvent,base,ligand,palladium source,temperature,comment,yield,round_id,Unnamed: 20,smiles_ok,bromide_smiles,boronate_smiles,solvent_smiles,base_name,base_smiles,catalyst_smiles
0,4,1A,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,77,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
1,5,1B,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,84,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
2,6,2A,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,84,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
3,7,2B,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,84,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
4,8,3A,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,33,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
5,9,3B,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,29,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
6,10,4A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,87,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
7,11,4B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,89,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
8,12,5A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,44,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
9,13,5B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,42,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
10,14,6A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,88,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
11,15,6B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",Na2CO3,PPh3,Pd(PPh3)4,100,,86,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
12,17,7A,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,98,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
13,18,7B,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,89,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
14,19,8A,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,73,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
15,20,8B,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,73,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
16,21,9A,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,47,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
17,22,9B,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,44,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
18,23,10A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,13,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
19,24,10B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,14,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
20,25,11A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,58,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
21,26,11B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,57,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
22,27,12A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,53,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
23,28,12B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,60,,51,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
24,30,13A,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,98,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
25,31,13B,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,98,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
26,32,14A,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,57,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
27,33,14B,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,58,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
28,34,15A,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,41,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
29,35,15B,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,43,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
30,36,16A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,32,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
31,37,16B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,31,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
32,38,17A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,86,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
33,39,17B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,83,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
