inchikey;block;smiles;smiles+ chemdraw;flag;lowest_price;pubchem_cid;urls
AIOUQADXNRRFMI-UHFFFAOYNA-N;Oc1ccc([Xe])cc1;Oc1ccc(I)cc1.Oc1ccc(Br)cc1;Oc1ccc(I)cc1.Oc1ccc(Br)cc1;Y;10.0;10894!!7808;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-0205$$https://www.sigmaaldrich.com/catalog/product/sial/58020?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/i10201?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=4763&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7880$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=4760&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/b75808?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/sial/18010?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/supelco/442405?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FTJPIOGGWVGMCK-UHFFFAOYNA-N;OCc1cccc([Xe])c1;OCc1cccc(I)c1.OCc1cccc(Br)c1;OCc1cccc(I)c1.OCc1cccc(Br)c1;Y;10.0;42300!!85141;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-0863$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=92530&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/187887?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7638$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=275&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/187895?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
OUICZXZVIDIWIB-UHFFFAOYNA-N;CSc1ccccc1[Xe];CSc1ccccc1I.CSc1ccccc1Br;CSc1ccccc1I.CSc1ccccc1Br;Y;10.0;2801416!!88166;http://www.combi-blocks.com/cgi-bin/find.cgi?QF-3298$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=1669&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0557$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=558&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/260851?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
APMHOXSVEVNHFT-NSKAINJBNA-N;COc1ccc([Xe])c(C(=O)O)c1;COc1ccc(I)c(C(=O)O)c1.COc1ccc(Br)c(C(=O)O)c1;COc1ccc(I)c(C(=O)O)c1.COc1ccc(Br)c(C(=O)O)c1;Y;10.0;14489865!!89906;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-2641$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=78501&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4278$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=77494&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/384003?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
VEIGJPBEUBFLCY-UHFFFAOYNA-N;COC(=O)c1ccc([Xe])c(N)c1;COC(=O)c1ccc(I)c(N)c1.COC(=O)c1ccc(Br)c(N)c1;COC(=O)c1ccc(I)c(N)c1.COC(=O)c1ccc(Br)c(N)c1;Y;10.0;21628210!!3928639;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-0937$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=78654&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3472$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=29908&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds021527?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
RYCODYAIRAMMBO-UHFFFAOYNA-N;COc1ccc([Xe])c(C)c1;COc1ccc(Br)c(C)c1;COc1ccc(Br)c(C)c1;Y;10.0;117915;http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0842$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12199&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/385409?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
TYRQYNRBUJOMIW-UHFFFAOYNA-N;O=[N+]([O-])c1cc(F)c([Xe])cc1F;O=[N+]([O-])c1cc(F)c(Br)cc1F;O=[N+]([O-])c1cc(F)c(Br)cc1F;Y;10.0;2736286;http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2030$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2592&ExtHyperLink=1
SNORKQKCRFTOSS-UHFFFAOYNA-N;Oc1c(F)cc([Xe])cc1F;Oc1c(F)cc(I)cc1F.Oc1c(F)cc(Br)cc1F;Oc1c(F)cc(I)cc1F.Oc1c(F)cc(Br)cc1F;Y;10.0;45790937!!2736292;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=38886&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2071$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=4042&ExtHyperLink=1
VRTGEUZLXPCWSY-NSKAINJBNA-N;O=C(O)c1cccc([Xe])c1F;O=C(O)c1cccc(I)c1F.O=C(O)c1cccc(Br)c1F;O=C(O)c1cccc(I)c1F.O=C(O)c1cccc(Br)c1F;Y;10.0;11054589!!2736313;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-6659$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=32145&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds020481?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2074$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2567&ExtHyperLink=1
FZWXEQWOUSUHSB-UHFFFAOYNA-N;FC(F)Oc1cccc([Xe])c1;FC(F)Oc1cccc(I)c1.FC(F)Oc1cccc(Br)c1;FC(F)Oc1cccc(I)c1.FC(F)Oc1cccc(Br)c1;Y;10.0;2774115!!2737006;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=29466&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7695$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=4069&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/553433?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
NOGSERIVXARKRL-UHFFFAOYNA-N;[Xe]c1cccc(OCc2ccccc2)c1;Ic1cccc(OCc2ccccc2)c1.Brc1cccc(OCc2ccccc2)c1;Ic1cccc(OCc2ccccc2)c1.Brc1cccc(OCc2ccccc2)c1;Y;10.0;4228019!!2756638;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=122912&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/532193?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0694$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=17141&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/668419?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
QIYOHMGCIBAYJT-UHFFFAOYNA-N;FC(F)c1ccc([Xe])cc1;FC(F)c1ccc(Br)cc1;FC(F)c1ccc(Br)cc1;Y;10.0;2761183;http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7909$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=17762&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/722472?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YVRZIAQVLJUXIL-UHFFFAOYNA-N;O=[N+]([O-])c1ccc(N2CCOCC2)c([Xe])c1;O=[N+]([O-])c1ccc(N2CCOCC2)c(Br)c1;O=[N+]([O-])c1ccc(N2CCOCC2)c(Br)c1;Y;10.0;2765887;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-2686
PZAGROMPZYKCLA-NSKAINJBNA-N;O=C1Cc2ccc([Xe])cc2N1;O=C1Cc2ccc(I)cc2N1.O=C1Cc2ccc(Br)cc2N1;O=C1Cc2ccc(I)cc2N1.O=C1Cc2ccc(Br)cc2N1;Y;10.0;53418819!!2773289;http://www.combi-blocks.com/cgi-bin/find.cgi?QN-9672$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=150741&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?IN-0081$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=61932&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/586595?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
NJYISXURIXTRAS-KUJMMBRENA-N;O=C(O)c1c(F)cc([Xe])cc1F;O=C(O)c1c(F)cc(I)cc1F.O=C(O)c1c(F)cc(Br)cc1F;O=C(O)c1c(F)cc(I)cc1F.O=C(O)c1c(F)cc(Br)cc1F;Y;10.0;50997875!!2773298;http://www.combi-blocks.com/cgi-bin/find.cgi?QH-8211$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=31462&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7660$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=8352&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/740020?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YQQIIYSOEDLQDZ-UHFFFAOYNA-N;OCc1ccc(F)cc1[Xe];OCc1ccc(F)cc1I.OCc1ccc(F)cc1Br;OCc1ccc(F)cc1I.OCc1ccc(F)cc1Br;Y;10.0;16641082!!2773347;http://www.combi-blocks.com/cgi-bin/find.cgi?QM-4204!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2077$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=8543&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds021543?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
CQEGDHYRSMXAJP-UHFFFAOYNA-N;OCc1cc(F)ccc1[Xe];OCc1cc(F)ccc1I.OCc1cc(F)ccc1Br;OCc1cc(F)ccc1I.OCc1cc(F)ccc1Br;Y;10.0;11579697!!2773349;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-9150$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=93052&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1014$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=8544&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/665827?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FKDZPEARVFOTNI-UHFFFAOYNA-N;Cc1cc(F)cc([Xe])c1;Cc1cc(F)cc(I)c1.Cc1cc(F)cc(Br)c1.Cc1cc(F)cc(Br)c1;Cc1cc(F)cc(I)c1.Cc1cc(F)cc(Br)c1.Cc1cc(F)cc(Br)c1;Y;10.0;12020436!!45785187!!2773396;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=58944&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/678880?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=60103&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1316$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=15248&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds003810?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
LCOYWWQKZGERAY-UHFFFAOYNA-N;Cc1cc([Xe])c(N)c([N+](=O)[O-])c1;Cc1cc(I)c(N)c([N+](=O)[O-])c1.Cc1cc(Br)c(N)c([N+](=O)[O-])c1;Cc1cc(I)c(N)c([N+](=O)[O-])c1.Cc1cc(Br)c(N)c([N+](=O)[O-])c1;Y;10.0;19735199!!2775306;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-6455!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1051$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=37187&ExtHyperLink=1
SFLFGKNSKGSCON-UHFFFAOYNA-N;Cc1c([Xe])cccc1C(F)(F)F;Cc1c(I)cccc1C(F)(F)F.Cc1c(Br)cccc1C(F)(F)F;Cc1c(I)cccc1C(F)(F)F.Cc1c(Br)cccc1C(F)(F)F;Y;10.0;23149964!!2775634;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=28987&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1289$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=28986&ExtHyperLink=1
WANIRPOXLCVAEK-NSKAINJBNA-N;O=C(O)c1cc(F)ccc1[Xe];O=C(O)c1cc(F)ccc1I.O=C(O)c1cc(F)ccc1Br;O=C(O)c1cc(F)ccc1I.O=C(O)c1cc(F)ccc1Br;Y;10.0;13158583!!2778181;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-2613$$https://www.sigmaaldrich.com/catalog/product/aldrich/678902?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4003$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2565&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/563498?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
WFHGUTIRNLXWGI-UHFFFAOYNA-N;Fc1cc([Xe])ccc1OC(F)(F)F;Fc1cc(Br)ccc1OC(F)(F)F;Fc1cc(Br)ccc1OC(F)(F)F;Y;10.0;2782217;http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1157$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=30169&ExtHyperLink=1
WATPHNIZDVVJDC-UHFFFAOYNA-N;Nc1cc([Xe])c(F)cc1F;Nc1cc(Br)c(F)cc1F;Nc1cc(Br)c(F)cc1F;Y;10.0;2783295;http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1154$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=7234&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/656372?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
JQGTXIOPARVEDK-NSKAINJBNA-N;O=C(O)c1ccc([Xe])cc1[N+](=O)[O-];O=C(O)c1ccc(I)cc1[N+](=O)[O-].O=C(O)c1ccc(Br)cc1[N+](=O)[O-];O=C(O)c1ccc(I)cc1[N+](=O)[O-].O=C(O)c1ccc(Br)cc1[N+](=O)[O-];Y;10.0;18919883!!3774467;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-5263!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4017$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=42662&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/664855?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
ACOGYJCISAWKKK-UHFFFAOYNA-N;N#Cc1ccc([Xe])c([N+](=O)[O-])c1;N#Cc1ccc(I)c([N+](=O)[O-])c1.N#Cc1ccc(Br)c([N+](=O)[O-])c1;N#Cc1ccc(I)c([N+](=O)[O-])c1.N#Cc1ccc(Br)c([N+](=O)[O-])c1;Y;10.0;17838683!!3926861;http://www.combi-blocks.com/cgi-bin/find.cgi?QM-4093!!http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6655$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=77888&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/701246?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
OPTTVNQWFLROJP-UHFFFAOYNA-N;O=C1CCOc2ccc([Xe])cc21;O=C1CCOc2ccc(I)cc21.O=C1CCOc2ccc(Br)cc21;O=C1CCOc2ccc(I)cc21.O=C1CCOc2ccc(Br)cc21;Y;10.0;3580262!!4197451;http://www.combi-blocks.com/cgi-bin/find.cgi?QC-9980!!http://www.combi-blocks.com/cgi-bin/find.cgi?ST-4578$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=62173&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/732788?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
JETZBCMQMRYDPR-NSKAINJBNA-N;O=C1Nc2cccc([Xe])c2C1=O;O=C1Nc2cccc(I)c2C1=O.O=C1Nc2cccc(Br)c2C1=O;O=C1Nc2cccc(I)c2C1=O.O=C1Nc2cccc(Br)c2C1=O;Y;10.0;10635951!!4500012;http://www.combi-blocks.com/cgi-bin/find.cgi?QH-3375$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=76826&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2146$$http://www.oakwoodchemical.com/p-65133-067604.aspx$$https://www.sigmaaldrich.com/catalog/product/aldrich/ph016095?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FTEIBNNVCZCPCQ-UHFFFAOYNA-N;CN(C)C=CC(=O)c1cccc([Xe])c1;CN(C)C=CC(=O)c1cccc(Br)c1;CN(C)C=CC(=O)c1cccc(Br)c1;Y;10.0;5714072;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-8785$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=135433&ExtHyperLink=1
PFZGJKAKNPSPDR-UHFFFAOYNA-N;COc1cc(N)ccc1[Xe];COc1cc(N)ccc1I.COc1cc(N)ccc1Br;COc1cc(N)ccc1I.COc1cc(N)ccc1Br;Y;10.0;22637028!!7018254;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3361$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=119158&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1606$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=60194&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/652660?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YBNMNTJUMAEYFM-CYHIEYIANA-N;Cc1cc(C(N)=O)ccc1[Xe];Cc1cc(C(N)=O)ccc1Br;Cc1cc(C(N)=O)ccc1Br;Y;10.0;7020869;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4560$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=65275&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds003534?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
CTHPNRXXSDKZQZ-UHFFFAOYNA-N;Cc1cc([Xe])c(C)cc1N;Cc1cc(I)c(C)cc1N.Cc1cc(Br)c(C)cc1N;Cc1cc(I)c(C)cc1N.Cc1cc(Br)c(C)cc1N;Y;10.0;4770984!!8167130;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=59634&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cbr00444?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0070$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=31277&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds022557?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
RWJOBZHUXIUTHS-UHFFFAOYNA-N;Oc1ccc([Xe])c(F)c1F;Oc1ccc(I)c(F)c1F.Oc1ccc(Br)c(F)c1F;Oc1ccc(I)c(F)c1F.Oc1ccc(Br)c(F)c1F;Y;10.0;21740077!!10219942;http://www.combi-blocks.com/cgi-bin/find.cgi?SS-4736$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=57633&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-1269$$http://www.oakwoodchemical.com/p-50201-048743.aspx$$https://www.sigmaaldrich.com/catalog/product/aldrich/l510955?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
VLDCSNMJKRNOJC-NSKAINJBNA-N;Nc1cccc([Xe])c1C(=O)O;Nc1cccc(I)c1C(=O)O.Nc1cccc(Br)c1C(=O)O;Nc1cccc(I)c1C(=O)O.Nc1cccc(Br)c1C(=O)O;Y;10.0;12761007!!10560649;http://www.combi-blocks.com/cgi-bin/find.cgi?QM-5094$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=76797&ExtHyperLink=1!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=55123&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds024695?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?SS-6552
OWFARMYKZUSEQP-UHFFFAOYNA-N;CC1(C)c2ccccc2-c2ccc([Xe])cc21;CC1(C)c2ccccc2-c2ccc(I)cc21.CC1(C)c2ccccc2-c2ccc(Br)cc21;CC1(C)c2ccccc2-c2ccc(I)cc21.CC1(C)c2ccccc2-c2ccc(Br)cc21;Y;10.0;11023630!!10945606;http://www.combi-blocks.com/cgi-bin/find.cgi?QC-7894$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=95968&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OR-2968$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=41655&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/751472?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
UXMWPQDSCQQNBI-UHFFFAOYNA-N;COc1ccc(C=O)c([Xe])c1;COc1ccc(C=O)c(Br)c1;COc1ccc(C=O)c(Br)c1;Y;10.0;11127641;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4970$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=63091&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds024677?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YXCAHQUIPFLAKJ-UHFFFAOYNA-N;Cc1ccc([Xe])cc1C#N;Cc1ccc(I)cc1C#N.Cc1ccc(Br)cc1C#N;Cc1ccc(I)cc1C#N.Cc1ccc(Br)cc1C#N;Y;10.0;676498!!12994004;http://www.combi-blocks.com/cgi-bin/find.cgi?QH-7267$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=59989&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-5010$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=52103&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/694827?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FMNYRNQBELDLEX-NSKAINJBNA-N;COc1cc([Xe])ccc1C(=O)O;COc1cc(I)ccc1C(=O)O.COc1cc(Br)ccc1C(=O)O;COc1cc(I)ccc1C(=O)O.COc1cc(Br)ccc1C(=O)O;Y;10.0;13450756!!13450755;https://www.sigmaaldrich.com/catalog/product/aldrich/686395?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4764$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=32167&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/734802?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
WJTXOLMKDHEXBY-UHFFFAOYNA-N;Cc1cc([Xe])ccc1C=O;Cc1cc(Br)ccc1C=O;Cc1cc(Br)ccc1C=O;Y;10.0;13555150;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4806$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=64448&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds025119?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
HMCJLNOLIOKXLE-KUJMMBRENA-N;O=C(O)Cc1ccc([Xe])cc1F;O=C(O)Cc1ccc(Br)cc1F;O=C(O)Cc1ccc(Br)cc1F;Y;10.0;14053792;http://www.combi-blocks.com/cgi-bin/find.cgi?SS-6387$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=27454&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds012112?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
JRQAQJPGNHVATB-NSKAINJBNA-N;COc1ccc(C(=O)O)c([Xe])c1;COc1ccc(C(=O)O)c(I)c1.COc1ccc(C(=O)O)c(Br)c1;COc1ccc(C(=O)O)c(I)c1.COc1ccc(C(=O)O)c(Br)c1;Y;10.0;12822182!!14484713;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-8877$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=55118&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4681$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds023384?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
JARBCBBSOSNNOR-UHFFFAOYNA-N;COc1cccc([N+](=O)[O-])c1[Xe];COc1cccc([N+](=O)[O-])c1Br;COc1cccc([N+](=O)[O-])c1Br;Y;10.0;17750299;http://www.combi-blocks.com/cgi-bin/find.cgi?SS-4520$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=61892&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/tmt00303?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
AUMWHHFGJVRPLF-UHFFFAOYNA-N;O=[N+]([O-])c1c(F)cc([Xe])cc1F;O=[N+]([O-])c1c(F)cc(Br)cc1F;O=[N+]([O-])c1c(F)cc(Br)cc1F;Y;10.0;21335487;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-2170$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=62968&ExtHyperLink=1
