inchikey;block;smiles;smiles+ chemdraw;flag;lowest_price;pubchem_cid;urls
PQMOVGKBSXSOQY-NSKAINJBNA-N;Cc1cccc(C(=O)O)c1[Xe];Cc1cccc(C(=O)O)c1I.Cc1cccc(C(=O)O)c1Br;Cc1cccc(C(=O)O)c1I.Cc1cccc(C(=O)O)c1Br;Y;8.0;2759365!!2735588;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-2844$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80669&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/560499?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1077$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80208&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/560219?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YHNVJXCRAFVXPK-UHFFFAOYNA-N;CC(=O)c1ccc(F)c([Xe])c1;CC(=O)c1ccc(F)c(Br)c1;CC(=O)c1ccc(F)c(Br)c1;Y;8.0;70508;http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7842$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=6072&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/339679?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
DZTSTZMFQWUILH-UHFFFAOYNA-N;N#Cc1cc([Xe])ccc1N;N#Cc1cc(I)ccc1N.N#Cc1cc(Br)ccc1N;N#Cc1cc(I)ccc1N.N#Cc1cc(Br)ccc1N;Y;9.0;9964803!!429740;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3438$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=29010&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2054$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=18037&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/642827?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FCKFMPXQRQOFOQ-UHFFFAOYNA-N;CC(O)c1ccc([Xe])cc1;CC(O)c1ccc(Br)cc1.CC(O)c1ccc(Br)cc1.CC(O)c1ccc(Br)cc1;CC(O)c1ccc(Br)cc1.CC(O)c1ccc(Br)cc1.CC(O)c1ccc(Br)cc1;Y;9.0;6950173!!2734890!!95352;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-5959$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=76812&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/686336?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?QC-7299$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=76813&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/686301?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?LD-1337$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=92&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/145769?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
ZLSWNOMXLBGLDY-UHFFFAOYNA-N;O=Cc1cc([Xe])ccc1F;O=Cc1cc(I)ccc1F.O=Cc1cc(Br)ccc1F;O=Cc1cc(I)ccc1F.O=Cc1cc(Br)ccc1F;Y;9.0;16217058!!736327;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=27560&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-5248$$https://www.sigmaaldrich.com/catalog/product/aldrich/543314?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7553$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=5314&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/528870?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
LREVSSWYGPOPIL-UHFFFAOYNA-N;O=Cc1cc([Xe])ccc1O;O=Cc1cc(I)ccc1O.O=Cc1cc(Br)ccc1O;O=Cc1cc(I)ccc1O.O=Cc1cc(Br)ccc1O;Y;9.0;252612!!72863;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=25589&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?OT-2217$$https://www.sigmaaldrich.com/catalog/product/aldrich/524328?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=64301&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7744$$https://www.sigmaaldrich.com/catalog/product/aldrich/137286?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
XAHRGLSLFODMRW-UHFFFAOYNA-N;Nc1ccc(C(F)(F)F)cc1[Xe];Nc1ccc(C(F)(F)F)cc1I.Nc1ccc(C(F)(F)F)cc1Br;Nc1ccc(C(F)(F)F)cc1I.Nc1ccc(C(F)(F)F)cc1Br;Y;9.0;2783322!!93899;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3375$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=17726&ExtHyperLink=1$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=17728&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1160$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=1803&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/518700?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
DFZQCRHTIDLXCK-UHFFFAOYNA-N;Nc1ccc([Xe])cc1OC(F)(F)F;Nc1ccc(I)cc1OC(F)(F)F.Nc1ccc(Br)cc1OC(F)(F)F;Nc1ccc(I)cc1OC(F)(F)F.Nc1ccc(Br)cc1OC(F)(F)F;Y;9.0;2761398!!737382;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3439$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=18052&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7489$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=1960&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/631256?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
GTJRGBRTJULIFD-UHFFFAOYNA-N;Oc1ccc(F)cc1[Xe];Oc1ccc(F)cc1I.Oc1ccc(F)cc1Br;Oc1ccc(F)cc1I.Oc1ccc(F)cc1Br;Y;9.0;10171417!!605472;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-1933$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=95879&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7843$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=1933&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/302465?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
WHLBXVJJBDNQSN-NSKAINJBNA-N;O=C(O)c1ccc(F)cc1[Xe];O=C(O)c1ccc(F)cc1I.O=C(O)c1ccc(F)cc1Br;O=C(O)c1ccc(F)cc1I.O=C(O)c1ccc(F)cc1Br;Y;9.0;12520164!!1268169;https://www.sigmaaldrich.com/catalog/product/aldrich/678910?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-5842$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=77546&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4002$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2564&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/367931?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
IDKOMQDSPDFDFC-UHFFFAOYNA-N;Fc1cccc([Xe])c1;Fc1cccc(I)c1.Fc1cccc(Br)c1.Fc1cccc(Br)c1;Fc1cccc(I)c1.Fc1cccc(Br)c1.Fc1cccc(Br)c1;Y;9.0;70725!!71309107!!14082;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-2607$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=135&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/219398?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!https://www.sigmaaldrich.com/catalog/product/aldrich/606391?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7798$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=171&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/b67007?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
SPOAEBUZBPJHPS-UHFFFAOYNA-N;Cc1cc([N+](=O)[O-])ccc1[Xe];Cc1cc([N+](=O)[O-])ccc1I.Cc1cc([N+](=O)[O-])ccc1Br;Cc1cc([N+](=O)[O-])ccc1I.Cc1cc([N+](=O)[O-])ccc1Br;Y;9.0;79225!!251672;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3050$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12655&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/591033?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-1685$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=94&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/247103?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
JSOGTIPUVBLGFS-NSKAINJBNA-N;Cc1ccc([Xe])c(C(=O)O)c1;Cc1ccc(I)c(C(=O)O)c1.Cc1ccc(Br)c(C(=O)O)c1;Cc1ccc(I)c(C(=O)O)c1.Cc1ccc(Br)c(C(=O)O)c1;Y;9.0;142941!!228080;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-3626$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80670&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds002953?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7703$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80209&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/716413?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
VKAZRQDQPDUNPO-UHFFFAOYNA-N;FC(F)(F)c1cc([Xe])cc(C(F)(F)F)c1;FC(F)(F)c1cc(I)cc(C(F)(F)F)c1.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1;FC(F)(F)c1cc(I)cc(C(F)(F)F)c1.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1;Y;9.0;630970!!67602;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-2881$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=3086&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/366706?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=699&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2004$$https://www.sigmaaldrich.com/catalog/product/aldrich/290157?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YMUGLYXTTIJFKL-NSKAINJBNA-N;Cc1c([Xe])cccc1C(=O)O;Cc1c(I)cccc1C(=O)O.Cc1c(Br)cccc1C(=O)O;Cc1c(I)cccc1C(=O)O.Cc1c(Br)cccc1C(=O)O;Y;9.0;2734888!!2735590;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3198$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12651&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4591$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12203&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/560162?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
UYXIRARMEOADIO-UHFFFAOYNA-N;Cc1cc(F)ccc1[Xe];Cc1cc(F)ccc1I.Cc1cc(F)ccc1Br;Cc1cc(F)ccc1I.Cc1cc(F)ccc1Br;Y;9.0;2774525!!96743;http://www.combi-blocks.com/cgi-bin/find.cgi?SS-5249$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2511&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1169$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=489&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/365009?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
DZUKANHNOFVXKS-UHFFFAOYNA-N;Nc1ccc([Xe])c(F)c1;Nc1ccc(I)c(F)c1.Nc1ccc(Br)c(F)c1;Nc1ccc(I)c(F)c1.Nc1ccc(Br)c(F)c1;Y;9.0;15475546!!821848;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3449$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=61887&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1327$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2342&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/518719?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
BOMDRJNXGCOSLV-OWKUHEICNA-N;O=C(O)c1cccc([Xe])c1;O=C(O)c1cccc(I)c1.O=C(O)c1cccc(Br)c1;O=C(O)c1cccc(I)c1.O=C(O)c1cccc(Br)c1;Y;9.0;12060!!11456;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-5174$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80658&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/138584?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/sial/57731?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4012$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80174&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/186295?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FRQKGFHIVGANTG-UHFFFAOYNA-N;COC(=O)c1ccccc1[Xe];COC(=O)c1ccccc1I.COC(=O)c1ccccc1Br;COC(=O)c1ccccc1I.COC(=O)c1ccccc1Br;Y;9.0;69132!!11894;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2632&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/532851?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?OR-2456!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-5173$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=64635&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/387851?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
WZIGSAXCAZALLJ-UHFFFAOYNA-N;CCOC(=O)c1ccc([Xe])cc1;CCOC(=O)c1ccc(I)cc1.CCOC(=O)c1ccc(Br)cc1;CCOC(=O)c1ccc(I)cc1.CCOC(=O)c1ccc(Br)cc1;Y;9.0;142891!!22043;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-2681$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=2559&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/641979?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?QA-3951$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80548&ExtHyperLink=1$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=64063&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/363774?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
JWVNYPUUOIZPNR-UHFFFAOYNA-N;Cc1ccc([Xe])c(C)c1;Cc1ccc(I)c(C)c1.Cc1ccc(Br)c(C)c1;Cc1ccc(I)c(C)c1.Cc1ccc(Br)c(C)c1;Y;9.0;77885!!68503;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-2272$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=585&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1145$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12235&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/b83827?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/211478?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
YSNNFKMZVWJXJQ-UHFFFAOYNA-N;O=C1CCc2c([Xe])cccc21;O=C1CCc2c(I)cccc21.O=C1CCc2c(Br)cccc21;O=C1CCc2c(I)cccc21.O=C1CCc2c(Br)cccc21;Y;9.0;19801166!!98713;http://www.combi-blocks.com/cgi-bin/find.cgi?QH-0559$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=93215&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/750441?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6688$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=7242&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/644366?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
SJHNAJAYPCYEEJ-UHFFFAOYNA-N;N#Cc1ccc(F)cc1[Xe];N#Cc1ccc(F)cc1I.N#Cc1ccc(F)cc1Br;N#Cc1ccc(F)cc1I.N#Cc1ccc(F)cc1Br;Y;9.0;26985934!!118939;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-8011$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=30112&ExtHyperLink=1!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=8540&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2076$$https://www.sigmaaldrich.com/catalog/product/aldrich/736031?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
QYNXSMMUGWKCRD-UHFFFAOYNA-N;[Xe]c1ccc(OCc2ccccc2)cc1;Ic1ccc(OCc2ccccc2)cc1.Brc1ccc(OCc2ccccc2)cc1;Ic1ccc(OCc2ccccc2)cc1.Brc1ccc(OCc2ccccc2)cc1;Y;9.0;519671!!138835;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12131&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/532185?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0693$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=12128&ExtHyperLink=1$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=38634&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/513032?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
LZAMZGRZFZKQGS-UHFFFAOYNA-N;Nc1ccc(OC(F)(F)F)cc1[Xe];Nc1ccc(OC(F)(F)F)cc1I.Nc1ccc(OC(F)(F)F)cc1Br;Nc1ccc(OC(F)(F)F)cc1I.Nc1ccc(OC(F)(F)F)cc1Br;Y;9.0;2761172!!688296;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3272$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=17747&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1178$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=1959&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/457388?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
VBNMSGCASKLUOV-UHFFFAOYNA-N;Cc1ccc([Xe])cc1N;Cc1ccc(I)cc1N.Cc1ccc(Br)cc1N;Cc1ccc(I)cc1N.Cc1ccc(Br)cc1N;Y;9.0;522802!!2734805;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=63235&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/648647?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-7459$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=30175&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/515019?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
IKKQGSYXNHHCBL-UHFFFAOYNA-N;Fc1c(F)c(F)c([Xe])c(F)c1F;Fc1c(F)c(F)c(I)c(F)c1F.Fc1c(F)c(F)c(Br)c(F)c1F;Fc1c(F)c(F)c(I)c(F)c1F.Fc1c(F)c(F)c(Br)c(F)c1F;Y;9.0;70008!!9578;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-3535$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=3429&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/103136?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-1588$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=1049&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/sial/17900?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/b75158?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
DSXBATYXRRPXHP-UHFFFAOYNA-N;Cc1cc(O)cc(C)c1[Xe];Cc1cc(O)cc(C)c1I.Cc1cc(O)cc(C)c1Br;Cc1cc(O)cc(C)c1I.Cc1cc(O)cc(C)c1Br;Y;9.0;2736264!!81970;http://www.combi-blocks.com/cgi-bin/find.cgi?SS-9827$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=34789&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0433$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=9218&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/b64202?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
WLHRJMCOYDZPOO-UHFFFAOYNA-N;N#Cc1cccc([Xe])c1;N#Cc1cccc(I)c1.N#Cc1cccc(Br)c1;N#Cc1cccc(I)c1.N#Cc1cccc(Br)c1;Y;9.0;144341!!23381;http://www.combi-blocks.com/cgi-bin/find.cgi?OR-0932$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=80660&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/529036?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?BK-4526$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=29934&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/b58202?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
DRYBMGVSIKQRIL-UHFFFAOYNA-N;Cc1ccc(N)cc1[Xe];Cc1ccc(N)cc1I.Cc1ccc(N)cc1Br;Cc1ccc(N)cc1I.Cc1ccc(N)cc1Br;Y;9.0;118889!!82187;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3363$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=97624&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/631264?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1217$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=9019&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/360619?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
IVFSSPYKEFQKHL-UHFFFAOYNA-N;COc1ccc([Xe])cc1C=O;COc1ccc(I)cc1C=O.COc1ccc(Br)cc1C=O;COc1ccc(I)cc1C=O.COc1ccc(Br)cc1C=O;Y;9.0;262240!!90684;http://www.combi-blocks.com/cgi-bin/find.cgi?ST-5092$$https://www.sigmaaldrich.com/catalog/product/aldrich/729450?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?OS-1178$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=6808&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/154296?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FPKJZHWXTSAZNP-UHFFFAOYNA-N;Nc1ccc([Xe])cc1F;Nc1ccc(I)cc1F.Nc1ccc(Br)cc1F;Nc1ccc(I)cc1F.Nc1ccc(Br)cc1F;Y;9.0;185694!!123050;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3437$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=6520&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/306606?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?AN-1388$$https://www.sigmaaldrich.com/catalog/product/aldrich/304220?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=733&ExtHyperLink=1
